,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore
1581,Male,Group e,college degree,Free,Start,Divorced,Sometimes,Yes,1,Private car,5-10,76,65,61
1582,Female,Group b,Associate's degree,Standard,Completed,Divorced,Never,Yes,2,Private car,0-5,60,81,82
1583,Female,Group d,college degree,Free,Start,Single,Sometimes,Yes,5,School_bus,0-5,47,52,54
1584,Female,Group c,Bachelor's degree,Free,Completed,Single,Regularly,Yes,1,Private car,0-10,49,59,70
1585,Male,Group c,college degree,Free,Start,Widowed,Regularly,Yes,1,Private car,10-15,46,50,42
1586,Male,Group f,college degree,Standard,In progress,Single,Sometimes,No,1,School_bus,5-10,58,48,45
1587,Male,Group b,Associate's degree,Standard,Start,Married,Sometimes,Yes,1,School_bus,5-10,51,48,42
1588,Female,Group d,law degree,Standard,Start,Single,Sometimes,Yes,2,Private car,0-10,87,92,90
1589,Female,Group b,college degree,Standard,Completed,Married,Sometimes,Yes,3,Private car,0-5,69,79,81
1590,Male,Group d,Professional certification,Standard,Start,Married,Regularly,No,4,School_bus,0-5,38,41,35
1591,Male,Group b,law degree,Free,Start,Married,Sometimes,Yes,1,School_bus,5-10,55,52,53
1592,Male,Group f,college degree,Standard,Start,Single,Sometimes,No,2,School_bus,5-10,60,61,50
1593,Male,Group e,Bachelor's degree,Standard,Completed,Married,Sometimes,Yes,0,School_bus,5-10,88,79,82
1594,Male,Group c,Master's degree,Standard,Start,Single,Regularly,Yes,2,School_bus,0-5,88,87,80
1595,Female,Group c,college degree,Free,In progress,Married,Sometimes,Yes,0,School_bus,5-10,71,76,76
1596,Male,Group d,Bachelor's degree,Standard,Start,Single,Regularly,No,1,School_bus,0-5,57,41,43
1597,Male,Group c,college degree,Standard,Start,Single,Never,Yes,0,School_bus,0-5,73,66,55
1598,Male,Group d,Professional certification,Standard,Start,Married,Sometimes,Yes,2,Private car,0-10,94,90,86
1599,Male,Group d,Associate's degree,Standard,Completed,Married,Regularly,Yes,2,Private car,10-15,100,96,100
1600,Female,Group a,High school,Standard,Completed,Divorced,Regularly,No,4,Private car,5-10,58,68,69
1601,Female,Group c,Associate's degree,Standard,Completed,Married,Sometimes,Yes,3,School_bus,0-5,74,87,77
1602,Male,Group b,law degree,Free,Start,Divorced,Sometimes,No,7,Private car,10-15,48,40,37
1603,Male,Group d,Master's degree,Free,Start,Single,Sometimes,Yes,0,School_bus,0-5,61,64,57
1604,Male,Group e,Associate's degree,Free,Start,Married,Regularly,Yes,2,School_bus,5-10,64,69,65
1605,Male,Group b,law degree,Standard,Start,Married,Sometimes,No,3,School_bus,5-10,45,37,35
1606,Female,Group a,law degree,Free,Start,Single,Regularly,Yes,0,School_bus,0-5,36,47,52
1607,Female,Group e,High school,Standard,Completed,Divorced,Regularly,Yes,1,Private car,5-10,91,93,99
1608,Female,Group c,Associate's degree,Free,Completed,Married,Never,Yes,0,School_bus,0-5,57,73,79
1609,Male,Group c,High school,Standard,In progress,Divorced,Sometimes,Yes,0,School_bus,5-10,61,57,55
1610,Male,Group c,High school,Free,Completed,Married,Regularly,Yes,1,Own car,10-15,71,70,71
1611,Male,Group e,High school,Standard,Start,Married,Regularly,No,3,School_bus,0-10,84,83,82
1612,Female,Group f,college degree,Standard,Start,Married,Regularly,Yes,3,Private car,5-10,77,77,87
1613,Male,Group d,High school,Free,Completed,Single,Never,Yes,4,School_bus,0-10,78,86,88
1614,Female,Group e,High school,Free,Completed,Divorced,Sometimes,Yes,1,Private car,0-5,64,75,74
1615,Female,Group c,college degree,Standard,Completed,Divorced,Sometimes,Yes,1,School_bus,0-10,70,80,81
1616,Male,Group c,High school,Free,Start,Married,Regularly,Yes,2,School_bus,0-5,28,36,32
1617,Female,Group e,college degree,Standard,Start,Single,Regularly,Yes,1,Private car,0-5,65,69,70
1619,Female,Group b,Associate's degree,Free,Start,Single,Regularly,Yes,0,School_bus,0-10,64,79,76
1620,Female,Group c,law degree,Free,Start,Married,Sometimes,Yes,1,Private car,0-5,49,64,58
1621,Female,Group e,law degree,Standard,Completed,Married,Never,Yes,0,School_bus,0-5,76,78,77
1622,Male,Group d,college degree,Free,Completed,Divorced,Never,No,5,School_bus,0-10,67,57,62
1623,Female,Group d,Bachelor's degree,Standard,Completed,Married,Never,Yes,7,Private car,5-10,81,88,90
1624,Female,Group a,Bachelor's degree,Free,In progress,Married,Sometimes,No,1,Private car,5-10,42,59,52
1625,Male,Group b,High school,Standard,In progress,Married,Sometimes,No,1,School_bus,5-10,70,67,59
1626,Female,Group d,Master's degree,Standard,Start,Single,Never,Yes,6,School_bus,0-5,79,89,89
1627,Male,Group b,Professional certification,Standard,Start,Married,Never,Yes,4,Private car,5-10,52,48,48
1628,Female,Group b,High school,Free,Start,Married,Regularly,Yes,2,School_bus,5-10,59,75,67
1629,Male,Group c,Associate's degree,Standard,Completed,Married,Never,No,4,Private car,0-10,73,71,70
1630,Female,Group d,college degree,Free,In progress,Married,Sometimes,Yes,4,Private car,0-5,31,48,52
1631,Female,Group a,Associate's degree,Standard,Completed,Married,Sometimes,No,2,School_bus,5-10,72,71,79
1632,Male,Group d,college degree,Free,Completed,Married,Sometimes,Yes,4,Private car,5-10,65,66,65
1633,Male,Group c,High school,Standard,Start,Married,Regularly,Yes,1,Private car,0-10,79,75,79
1634,Female,Group d,college degree,Standard,Completed,Single,Sometimes,No,2,School_bus,0-10,85,97,100
1635,Female,Group e,college degree,Free,Start,Divorced,Sometimes,Yes,0,Private car,0-10,73,75,69
1636,Female,Group c,Bachelor's degree,Standard,Completed,Married,Never,Yes,2,Private car,0-10,64,79,85
1637,Female,Group b,college degree,Standard,Start,Married,Regularly,Yes,2,School_bus,0-5,62,75,72
1638,Male,Group d,High school,Standard,Start,Single,Regularly,No,5,Private car,0-5,67,53,53
1639,Female,Group a,college degree,Standard,Completed,Married,Sometimes,Yes,0,School_bus,5-10,45,51,61
1640,Female,Group d,Associate's degree,Standard,Completed,Single,Regularly,Yes,2,School_bus,5-10,79,90,93
1641,Female,Group c,Master's degree,Standard,Start,Married,Sometimes,Yes,1,Private car,0-10,68,76,79
1643,Male,Group a,Master's degree,Standard,In progress,Married,Sometimes,Yes,2,Private car,5-10,88,80,79
1644,Female,Group c,Professional certification,Standard,Start,Divorced,Sometimes,No,2,School_bus,0-5,74,77,82
1645,Female,Group d,Master's degree,Standard,Completed,Single,Regularly,Yes,1,Private car,5-10,81,84,100
1646,Female,Group e,Professional certification,Standard,Completed,Married,Regularly,No,1,Own car,5-10,86,92,88
1647,Female,Group c,Associate's degree,Standard,Start,Married,Regularly,Yes,1,School_bus,5-10,51,56,56
1648,Female,Group e,college degree,Standard,Start,Married,Regularly,Yes,2,Private car,5-10,75,77,73
1649,Male,Group d,Associate's degree,Standard,Start,Divorced,Sometimes,No,1,Private car,5-10,97,85,86
1650,Male,Group c,law degree,Standard,Start,Married,Regularly,Yes,2,Private car,5-10,45,44,43
1651,Male,Group c,Associate's degree,Standard,Start,Married,Sometimes,Yes,2,School_bus,5-10,63,61,60
1653,Female,Group d,Master's degree,Standard,Start,Married,Regularly,Yes,2,School_bus,0-10,62,68,72
1654,Male,Group c,Professional certification,Free,Start,Single,Sometimes,No,2,School_bus,0-10,69,80,74
1655,Female,Group c,Associate's degree,Standard,Start,Widowed,Never,No,1,Private car,0-5,76,77,79
1656,Male,Group a,Bachelor's degree,Free,Start,Married,Never,No,3,Private car,5-10,72,81,79
1657,Male,Group c,college degree,Free,Completed,Married,Regularly,No,2,School_bus,5-10,80,81,83
1658,Female,Group e,college degree,Free,Start,Married,Sometimes,Yes,2,Private car,0-10,66,71,70
1659,Male,Group b,law degree,Standard,Completed,Single,Regularly,No,2,Private car,0-5,63,63,62
1660,Male,Group c,college degree,Free,Start,Married,Regularly,Yes,2,School_bus,5-10,61,56,51
1661,Female,Group b,college degree,Free,Start,Married,Sometimes,Yes,4,School_bus,5-10,66,78,74
1662,Female,Group c,Bachelor's degree,Standard,Completed,Married,Regularly,Yes,0,Private car,0-10,84,93,97
1664,Female,Group a,college degree,Standard,Start,Married,Never,Yes,2,Own car,5-10,62,71,69
1665,Female,Group f,college degree,Standard,Completed,Single,Regularly,Yes,5,Private car,5-10,91,100,100
1666,Female,Group c,law degree,Free,Start,Divorced,Regularly,No,2,School_bus,5-10,56,76,66
1667,Male,Group a,Professional certification,Standard,Completed,Married,Never,Yes,0,School_bus,0-10,66,62,57
1668,Female,Group b,law degree,Standard,Start,Single,Sometimes,No,3,Private car,5-10,50,54,47
1669,Male,Group b,High school,Standard,Start,Married,Sometimes,Yes,6,Private car,0-5,78,72,67
1670,Female,Group c,Master's degree,Standard,Completed,Married,Never,Yes,5,School_bus,0-5,77,85,95
1671,Female,Group b,college degree,Free,Completed,Single,Sometimes,Yes,2,Own car,5-10,52,59,62
1672,Female,Group d,Associate's degree,Standard,Start,Single,Never,Yes,0,School_bus,0-5,75,77,83
1673,Male,Group e,High school,Standard,Completed,Married,Never,No,1,School_bus,5-10,88,77,75
1674,Male,Group c,Master's degree,Free,Completed,Married,Sometimes,Yes,2,Private car,5-10,44,53,54
1675,Female,Group c,High school,Free,Completed,Married,Sometimes,Yes,1,School_bus,0-5,76,78,85
1676,Female,Group c,law degree,Standard,Completed,Married,Regularly,Yes,1,School_bus,5-10,30,45,42
1677,Female,Group b,college degree,Free,Completed,Married,Never,Yes,2,Private car,10-15,43,65,62
1678,Male,Group c,High school,Free,Start,Married,Regularly,Yes,2,School_bus,5-10,45,36,28
1679,Female,Group c,Professional certification,Standard,Start,Married,Sometimes,Yes,2,School_bus,0-5,71,90,87
1680,Female,Group c,college degree,Standard,Start,Married,Sometimes,No,3,School_bus,5-10,60,67,66
1681,Female,Group e,High school,Free,Start,Single,Regularly,Yes,1,Private car,0-5,61,63,66
1683,Female,Group c,law degree,Standard,In progress,Married,Sometimes,No,3,School_bus,5-10,59,61,57
1684,Male,Group b,Bachelor's degree,Standard,Start,Married,Sometimes,No,3,School_bus,0-10,62,47,48
1685,Male,Group c,Associate's degree,Standard,Start,Divorced,Regularly,No,4,Own car,5-10,75,69,64
1686,Male,Group b,college degree,Free,Start,Married,Sometimes,No,2,School_bus,5-10,64,68,62
1687,Female,Group b,Master's degree,Free,Completed,Divorced,Sometimes,Yes,4,Own car,0-10,81,90,86
1688,Female,Group d,law degree,Standard,Start,Divorced,Sometimes,Yes,2,School_bus,5-10,39,44,47
1689,Female,Group e,Associate's degree,Standard,Start,Single,Sometimes,Yes,1,Private car,5-10,78,86,87
1690,Male,Group e,Associate's degree,Free,Completed,Divorced,Sometimes,Yes,4,School_bus,0-10,54,49,54
1691,Male,Group d,college degree,Free,Start,Married,Sometimes,Yes,2,School_bus,0-5,26,40,31
1692,Male,Group b,Master's degree,Standard,Completed,Married,Sometimes,Yes,4,Own car,0-5,91,91,90
1693,Female,Group b,college degree,Standard,Start,Married,Sometimes,Yes,1,Private car,0-10,47,56,59
1694,Female,Group d,High school,Free,Completed,Single,Never,Yes,1,School_bus,5-10,54,63,69
1695,Male,Group e,Associate's degree,Free,Start,Single,Sometimes,No,1,School_bus,5-10,82,74,69
1696,Male,Group e,High school,Standard,Start,Single,Sometimes,Yes,3,Own car,0-5,85,74,72
1697,Female,Group e,law degree,Free,Completed,Married,Sometimes,Yes,0,School_bus,5-10,62,75,70
1699,Male,Group f,High school,Standard,Start,Single,Regularly,Yes,2,School_bus,0-5,79,82,76
1700,Male,Group c,college degree,Standard,Start,Married,Regularly,Yes,3,Own car,5-10,82,79,74
1701,Female,Group d,college degree,Free,Start,Divorced,Sometimes,Yes,0,Private car,0-5,49,66,62
1702,Male,Group c,law degree,Standard,Completed,Single,Regularly,Yes,1,School_bus,0-10,94,94,93
1703,Male,Group a,Associate's degree,Standard,Completed,Married,Sometimes,No,3,School_bus,0-5,62,64,62
1704,Male,Group b,law degree,Standard,Start,Single,Regularly,Yes,2,School_bus,5-10,57,52,45
1705,Female,Group c,High school,Standard,Completed,Married,Sometimes,Yes,2,School_bus,5-10,72,81,78
1706,Male,Group d,Associate's degree,Standard,Completed,Married,Sometimes,Yes,2,School_bus,0-5,64,70,66
1707,Female,Group b,High school,Standard,Start,Divorced,Regularly,Yes,4,Own car,5-10,47,60,55
1708,Male,Group b,Bachelor's degree,Free,Start,Single,Regularly,Yes,3,School_bus,5-10,49,47,56
1709,Female,Group f,college degree,Free,Start,Single,Regularly,No,2,Private car,5-10,52,70,67
1710,Male,Group e,college degree,Standard,Start,Single,Regularly,No,2,School_bus,0-5,78,66,69
1711,Male,Group c,law degree,Standard,Start,Married,Never,Yes,2,School_bus,5-10,54,49,47
1712,Female,Group c,Bachelor's degree,Standard,In progress,Married,Regularly,Yes,2,School_bus,5-10,72,71,71
1713,Male,Group b,Bachelor's degree,Standard,Completed,Married,Sometimes,Yes,2,Private car,0-5,88,85,86
1714,Male,Group a,Bachelor's degree,Standard,Start,Single,Never,No,1,Private car,0-10,60,65,61
1715,Female,Group c,college degree,Standard,Start,Married,Sometimes,No,3,School_bus,0-5,52,55,57
1716,Male,Group f,law degree,Free,Completed,Single,Sometimes,No,2,Own car,10-15,73,70,63
1717,Female,Group f,law degree,Free,Start,Single,Regularly,Yes,1,Private car,5-10,33,32,34
1718,Female,Group d,Professional certification,Standard,In progress,Married,Never,Yes,1,Private car,0-5,54,53,55
1719,Male,Group d,law degree,Standard,Start,Married,Regularly,Yes,3,School_bus,5-10,90,90,87
1720,Male,Group e,Associate's degree,Free,Start,Divorced,Sometimes,Yes,3,Private car,0-10,32,35,30
1721,Male,Group b,Associate's degree,Standard,Start,Divorced,Sometimes,Yes,3,School_bus,5-10,66,68,68
1722,Male,Group b,High school,Standard,Completed,Married,Sometimes,No,2,Private car,5-10,65,68,67
1723,Female,Group b,High school,Free,Start,Married,Regularly,No,2,School_bus,0-5,61,64,72
1724,Female,Group e,law degree,Free,Completed,Married,Sometimes,Yes,3,Private car,0-5,63,70,77
1725,Female,Group b,law degree,Standard,In progress,Single,Never,Yes,2,School_bus,0-5,53,74,73
1726,Female,Group b,college degree,Free,Start,Single,Regularly,Yes,5,Private car,5-10,46,53,53
1727,Male,Group c,Bachelor's degree,Free,Start,Married,Regularly,Yes,1,Own car,5-10,49,46,48
1728,Male,Group e,law degree,Free,Start,Married,Sometimes,Yes,1,Private car,0-5,60,49,45
1729,Male,Group c,college degree,Standard,Completed,Single,Sometimes,Yes,2,School_bus,0-5,61,46,50
1730,Female,Group b,Associate's degree,Standard,Completed,Married,Regularly,No,2,School_bus,5-10,51,58,60
1731,Male,Group d,Associate's degree,Standard,Start,Single,Never,Yes,0,School_bus,0-5,47,51,50
1732,Male,Group d,Bachelor's degree,Standard,Start,Single,Sometimes,Yes,0,Own car,5-10,88,71,76
1733,Female,Group a,Associate's degree,Standard,Completed,Single,Never,No,3,Private car,0-5,65,76,74
1734,Male,Group c,Bachelor's degree,Standard,Completed,Divorced,Sometimes,Yes,1,Private car,0-5,78,70,74
1735,Male,Group c,Associate's degree,Free,Start,Married,Regularly,Yes,2,Private car,0-5,60,60,61
1736,Male,Group c,Master's degree,Standard,Start,Married,Regularly,No,1,Own car,0-5,76,78,68
1737,Male,Group f,law degree,Standard,Completed,Married,Regularly,Yes,2,School_bus,0-5,84,85,79
1738,Male,Group d,law degree,Standard,Start,Married,Regularly,No,1,Private car,5-10,65,64,63
1739,Male,Group c,Bachelor's degree,Standard,Start,Married,Sometimes,Yes,3,School_bus,0-5,87,74,76
1740,Female,Group d,Associate's degree,Standard,Start,Married,Sometimes,Yes,3,School_bus,0-10,88,93,92
1741,Female,Group d,college degree,Free,Completed,Married,Sometimes,Yes,0,School_bus,5-10,66,71,77
1742,Male,Group d,Bachelor's degree,Free,Start,Married,Sometimes,No,3,School_bus,0-5,70,65,66
1743,Male,Group b,Master's degree,Standard,In progress,Divorced,Regularly,Yes,1,Own car,0-5,68,73,71
1744,Female,Group b,law degree,Standard,Completed,Married,Sometimes,Yes,1,Private car,5-10,33,44,46
1745,Female,Group c,High school,Standard,Completed,Single,Never,Yes,2,Private car,5-10,46,65,59
1746,Male,Group e,High school,Free,Completed,Single,Never,Yes,1,Own car,5-10,90,81,82
1747,Female,Group d,college degree,Standard,Start,Married,Sometimes,Yes,2,Own car,5-10,65,64,69
1748,Female,Group a,Bachelor's degree,Standard,Start,Single,Regularly,Yes,1,Private car,0-5,66,68,78
1749,Male,Group e,law degree,Standard,Completed,Single,Regularly,Yes,3,School_bus,0-5,56,45,47
1750,Female,Group a,college degree,Free,Start,Divorced,Never,No,1,Private car,0-5,29,46,42
1751,Female,Group d,college degree,Free,Start,Married,Never,Yes,1,Own car,0-5,59,67,65
1752,Female,Group f,college degree,Free,Start,Divorced,Sometimes,Yes,2,Private car,0-5,51,61,54
1753,Male,Group f,law degree,Standard,Start,Married,Regularly,Yes,0,Private car,0-10,73,55,60
1754,Female,Group d,college degree,Standard,Completed,Married,Regularly,Yes,1,Private car,0-5,93,99,100
1755,Male,Group d,college degree,Free,Start,Divorced,Regularly,Yes,2,Own car,5-10,66,57,57
1756,Female,Group c,college degree,Free,Start,Divorced,Regularly,No,3,School_bus,0-5,70,82,83
1757,Female,Group d,college degree,Standard,Start,Single,Regularly,Yes,1,School_bus,0-5,72,80,82
1758,Male,Group b,college degree,Free,In progress,Single,Regularly,Yes,4,Private car,5-10,53,54,56
1759,Male,Group b,Master's degree,Standard,Start,Married,Sometimes,No,1,School_bus,5-10,78,80,70
1761,Male,Group a,law degree,Standard,Start,Married,Regularly,Yes,1,School_bus,5-10,63,59,47
1762,Male,Group b,college degree,Standard,Start,Divorced,Sometimes,No,3,Own car,5-10,79,83,75
1763,Male,Group f,High school,Free,Start,Divorced,Sometimes,No,2,School_bus,5-10,57,50,49
1764,Female,Group c,Professional certification,Standard,In progress,Married,Sometimes,No,4,School_bus,0-5,65,68,72
1765,Male,Group c,law degree,Standard,Start,Widowed,Regularly,Yes,2,School_bus,5-10,78,81,75
1766,Female,Group b,law degree,Free,In progress,Married,Regularly,No,1,School_bus,5-10,51,52,51
1767,Female,Group b,Associate's degree,Standard,Start,Single,Sometimes,Yes,1,Private car,0-5,87,86,89
1768,Female,Group e,college degree,Free,Completed,Single,Sometimes,No,1,Private car,5-10,53,61,62
1769,Male,Group b,law degree,Standard,Completed,Single,Sometimes,Yes,3,School_bus,0-5,61,55,61
1770,Male,Group c,Master's degree,Standard,Start,Married,Never,Yes,3,School_bus,5-10,87,82,78
1772,Female,Group c,High school,Free,Start,Married,Sometimes,Yes,2,School_bus,5-10,53,67,68
1773,Male,Group c,college degree,Standard,Start,Married,Regularly,Yes,2,School_bus,0-5,66,64,53
1774,Male,Group e,college degree,Standard,Start,Divorced,Never,Yes,0,Private car,0-10,69,64,55
1775,Male,Group f,college degree,Free,Completed,Married,Never,No,1,School_bus,5-10,78,77,74
1776,Male,Group c,college degree,Standard,Start,Divorced,Never,Yes,3,Private car,0-10,56,55,50
